Code,Description,Qty,Size,Price [C],VAT,UNIT1,UNIT2
C11029,TANGO APPLE CAN,24,330ML,7.99,20,UNIT,BOX
C11030,TANGO DARK BERRY CAN,24,330ML,9.49,20,UNIT,BOX
C11035,VITA COCO COCONUT WATER,12,1LT,19.99,20,PCS,BOX
C11037,SAN PELLEGRINO SPARKLING WATER,12,500ML,5.99,20,UNIT,BOX
C11038,PALLET WRAP,6,,102.6,20,UNIT,
C11039,COCA COLA 1.75 LT UA,6,1.75LT,7.99,20,PCS,BOX
C11045,SOUR PATCH MIX FRUIT,24,80GR,12,0,PCS,BOX
C11046,TROPICAL VIBES EXOTIC FRUITS,15,300ML,11.49,20,PCS,BOX
C11047,FRESH CANDY,24,330ML,16.6,20,PCS,BOX
C11048,FRESH PEACH,24,330ML,16.6,20,PCS,BOX
C11049,FINI BANANAS,12,75GR,6.5,20,UNIT,BOX
C11050,FINI FIZZY CHERRIES,12,75GR,6.5,20,UNIT,BOX
C11051,FINI FRUITS BUBBLE GUM,12,75GR,6.5,20,UNIT,BOX
C11052,FINI PEACH RINGS,12,75GR,6.5,20,UNIT,BOX
C11053,FINI STRAWBERRY RINGS,12,75GR,6.5,20,UNIT,BOX
C11054,FINI WATERMELON SLICES,12,75GR,6.5,20,UNIT,BOX
C11055,MALLOW PIE CAKE WITH MARSMALLOW,12,184GR,8.4,0,UNIT,BOX
C11056,NUT BARI - SPREAD WITH CACAO & BREADSTCIK,24,52G,9.36,0,UNIT,BOX
C11057,HARIBO GOLD BEARS,36,80GR,20.23,20,UNIT,BOX
C11058,HARIBO EKSI LIKIR,24,80GR,13,20,PCS,BOX
C11059,SOUR PATCH PEACH,24,80GR,12,0,PCS,BOX
C11060,SOUR PATCH STRAWBERRY,24,80GR,12,0,PCS,BOX
C11061,SOUR PATCH TROPICAL,24,80GR,12,0,PCS,BOX
C11085,RIO TROPICAL CAN,24,330ML,11.49,20,UNIT,BOX
C11086,PEPSI DIET CAN,24,330ML,9.99,20,UNIT,BOX
C11088,VITA COCO COCONUT WATER,12,330ML,10.99,20,UNIT,BOX
C11089,LIPTON ICE TEA RASBERRY,12,500ML,9.99,20,UNIT,BOX
C11090,OLD JAMAICA GINGER BEER CAN,24,330ML,9.99,20,UNIT,BOX
C11091,JUICE BURST SUMMER,12,500ML,10.99,20,UNIT,BOX
C11092,OCEAN SPRAY CRANBERRY,12,1LT,10.99,20,UNIT,BOX
C11093,RUBICON LYCHEE CAN,24,330ML,11.99,20,UNIT,BOX
C11094,RUBICON GUAVA CAN,24,330ML,11.99,20,UNIT,BOX
C11095,RUBICON PASSION CAN,24,330ML,11.99,20,UNIT,BOX
C11096,SUPERMALT GLASS 6 PACK,24,330ML,16.99,20,UNIT,BOX
C11097,SCHWEPPES SLIMLINE TONIC WATER,24,200ML,12.49,20,UNIT,BOX
C11098,SCHWEPPES SODA WATER GLASS,24,200ML,12.49,20,UNIT,BOX
C11099,SCHWEPPES GINGER ALE GLASS,24,200ML,12.49,20,UNIT,BOX
C11100,VOLVIC SUMMER FRUITS,12,500ML,5.49,20,UNIT,BOX
C11101,VOLVIC STRAWBERRY,6,1.5LT,5.49,20,UNIT,BOX
C11102,COCA COLA ZERO GLASS,24,330ML,19.99,20,UNIT,BOX
C11103,MOUNTAIN DEW CITRUS,24,500ML,15.99,20,UNIT,BOX
C11104,SEVEN UP BOTTLE,24,500ML,14.99,20,UNIT,BOX
C11106,ULKER HALLEY,12,240GR,16.99,0,UNIT,BOX
C11107,FRUIT SHOOT APPLE,12,275ML,,20,PCS,BOX
C11108,FRUIT SHOOT SUMMER,12,275ML,,20,PCS,BOX
C11109,FRUIT SHOOT APPLE & BLACKCURRANT,12,275ML,7.99,20,PCS,BOX
C11110,FRUIT SHOOT ORANGE,12,275ML,7.99,20,PCS,BOX
C11111,CAWSTON CLOUDY APPLE CAN,24,330ML,,20,PCS,BOX
C11112,MONSTER KHAOITIC PM1.49,12,500ML,,20,PCS,BOX
C11113,MONSTER PARADISE PM1.39,12,500ML,,20,PCS,BOX
C11114,REDBULL SUGAR FREE PM1.90,12,355ML,,20,PCS,BOX
C11115,COCA COLA CAN GB,24,330ML,11.49,20,PCS,BOX
C11117,PERSONEL MAAS,1,,,0,PCS,
C11118,TROPICAL VIBES MANGO&CARROT,6,1LT,,20,PCS,BOX
C11119,OLD JAMAICA G BEER,12,500ML,,20,PCS,BOX
C11121,PURDEYS ENERGY DRINK REFOCUS,12,330ML,,20,PCS,BOX
C11122,RIBENA BLACKCURRANT PM1.39,12,1LT,,20,UNIT,BOX
C11125,SALAAM COLA ORIGINAL,24,330ML,9.99,20,UNIT,BOX
C11126,NATCO RICE FLOUR,1,1.5KG,,0,PCS,BOX
C11127,APPLETISER SPARKLING,12,275ML,,20,PCS,BOX
C11128,BANANAS CHQ,1,1,,0,PCS,BOX
C11129,OHO LENTIL CHIPS FLAMING HOT,23,100GR,19.99,0,UNIT,BOX
C11130,OHO LENTIL CHIPS JALAPENO & LIME,23,100GR,19.99,0,UNIT,BOX
C11131,OHO LENTIL CHIPS CHEDDAR CHEESE,23,100GR,19.99,0,UNIT,BOX
C11132,OHO LENTIL CHIPS SOURCREAM & ONION,23,100GR,19.99,0,UNIT,BOX
C11133,OHO LENTIL CHIPS PRAWN COCKTAIL,23,100GR,19.99,0,UNIT,BOX
C11134,BOUNTY WAFER ROLL,12,22.5GR,6.99,20,UNIT,BOX
C11137,GALAXY FLUTES,12,22.5GR,6.99,20,UNIT,BOX
C11138,TAKIS HERO PACK,46,28.4GR,42.99,20,UNIT,BOX
C11139,REDBULL SUGARFREEPM1.50 GB,24,250ML,18.99,0,PCS,BOX
C11149,SLEEPY WIPES EASY CLEAN (GREEN),6,100S,13.2,20,PCS,BOX
C11150,LIPTON ICE TEA MANGO,12,500ML,9.49,20,PCS,BOX
C11151,R WHITES LEMONADE CAN,24,330ML,,20,PCS,BOX
C11152,FANTA PINEAPPLE GRAPEFRUIT LILT CAN,24,330ML,9.99,20,PCS,BOX
C11154,DR PEPPER PM1.99,6,2LT,,20,PCS,BOX
C11156,SUN MAGIC ORANGE JUICE,24,200ML,,20,PCS,BOX
C11157,PEPSI BOTTLE GB,24,500ML,17.99,20,PCS,BOX
C11158,PEPSI MAX BOTTLE,24,500ML,17.99,20,PCS,BOX
C11159,RIBENA STRAWBERRY,12,500ML,9.99,20,PCS,BOX
C11160,RIBENA BLACKCURRANT,12,500ML,9.99,20,PCS,BOX
C11161,LIPTON PEACH CAN,24,330ML,,20,PCS,BOX
C11162,LIPTON ICE LEMON,24,330ML,,20,PCS,BOX
C11164,JUST DRINK ALOE VERA MANGO,12,500ML,,20,PCS,BOX
C11165,JUST DRINK ALOE VERA ORIGINAL,12,500ML,,20,UNIT,BOX
C11166,JUST DRINK ALOE VERA LYCHEE,12,500ML,,20,PCS,BOX
C11168,JUST DRINK ALOE VERA STRAWBERRY,12,500ML,,20,PCS,BOX
C11169,JUST DRINK ALOE VERA TROPICAL,12,500ML,,20,PCS,BOX
C11186,HARIBO HAPPY COLA,30,80GR,16.86,20,UNIT,BOX
C11187,HARIBO TROPIFRUTTI,24,70GR,13.49,20,UNIT,BOX
C11188,SPIKO FRUIT LEMON,24,250ML,12,0,UNIT,BOX
C11189,SPIKO FRUIT MANDARIN,24,250ML,12,0,UNIT,BOX
C11190,SPIKO FRUIT MANGO,24,250ML,12,0,UNIT,BOX
C11191,SPIKO FRUIT WATERMELON STRAWBERRY,24,250ML,12,0,UNIT,BOX
C11192,SPIKO FRUIT BLACK MULBERRY & GRAPE,24,250ML,12,0,UNIT,BOX
C11193,SPIKO FRUIT GRAPE,24,250ML,12,0,UNIT,BOX
C11194,SPIKO GREEN APPLE,24,250ML,12,0,UNIT,BOX
C11196,SPIKO FRUIT PASSION FLOWER,24,250ML,12,0,UNIT,BOX
C11197,SPIKO FRUIT KIWI,24,250ML,12,0,UNIT,BOX
C11198,SPIKO FRUIT STRAWBERRY,24,250ML,12,0,UNIT,BOX
C11200,REDBULL IMPORT,24,250ML,18.99,20,UNIT,BOX
C11203,SLEEPY WIPES WITH BLEACH (BLUE),6,100S,13.2,20,PCS,BOX
C11204,HEINZ BEANS,24,415GR,18,0,PCS,BOX
C11205,ULKER ALBENI MULTI PACK,24,4*40GR,20.4,20,PCS,BOX
C11206,BAKLAVA PISTACHIO TEPSI,1,2KG,16,0,UNIT,
C11208,DUBAI CHOCOLATE,12,200GR,168,0,UNIT,BOX
C11209,SNICKERS ALMOND,15,45G,13.99,20,UNIT,BOX
C11210,SNICKERS BERRY WHIP,15,40G,13.99,20,UNIT,BOX
C11211,SNICKERS BUTTERSCOTCH,15,40G,13.99,20,UNIT,BOX
C11212,SNICKERS KESAR PISTA,15,42G,13.99,0,UNIT,BOX
C11213,FANTA WATERMELON ASIA,12,500ML,12,0,UNIT,BOX
C11214,FANTA WHITE PEACH ASIA,12,500ML,12,0,UNIT,BOX
C11215,FANTA PINEAPPLE ASIA,12,500ML,12,0,UNIT,BOX
C11216,FANTA GREEN APPLE ASIA,12,500ML,9.99,0,UNIT,BOX
C11217,MR BEAST ALMOND CHOCOLATE,10,60G,18.99,20,UNIT,BOX
C11218,MR BEAST CRUNCH CHOCOLATE,10,60G,18.99,20,UNIT,BOX
C11219,MR BEAST MILK CHOCOLATE,10,60G,18.99,20,UNIT,BOX
C11220,MR BEAST PEANUT BUTTER CHOCOLATE,10,60G,18.99,20,UNIT,BOX
C11221,SUN MAGIC APPLE JUICE,24,200ML,,20,PCS,BOX
C11223,DIET COKE PM 2.29,6,2LT,,20,PCS,BOX
C11224,COCA COLA PM2.59,6,1.75LT,,20,PCS,BOX
C11225,FANTA ORANGE PM1.99,6,2LT,,20,PCS,BOX
C11227,SLEEPY WIPES WITH SOAP (YELLOW),6,100S,13.2,20,PCS,BOX
C11228,TAKIS BUCKIN RANCH,20,92.3GR,42.99,0,PCS,BOX
C11251,TAKIS FUEGO,18,90GR,38.7,0,UNIT,BOX
C11252,TAKIS FAJITA,20,92.3G,42.99,0,UNIT,BOX
C11253,TAKIS BLUE HEAT,18,80GR,34.99,0,UNIT,BOX
C11262,SOUR PATCH WATERMELON,24,80GR,12,0,PCS,BOX
C11263,BIND DUBAI CHOCOLATE,10,60GR,25,20,PCS,BOX
C11269,OLD JAMAICA CREAM SODA,24,330ML,8.99,20,PCS,BOX
C11270,OREO SOFT CAKE,12,19.2GR,57.6,0,UNIT,BOX
C11271,SELINI GOLD OLIVE OIL,4,4LT,72,0,UNIT,BOX
C11273,LIDER FLAKE HOT PEPPER,1,2KG,,0,UNIT,BOX
C11274,LIDER BLACK PEPPER GROUND,1,2KG,,0,UNIT,BOX
C11275,MOUNTAIN DEV CIRCUS,24,330ML,11.49,20,UNIT,BOX
C11277,SCHWEPPES SLIMLINE TONIC WATER GLASS,6,2LT,,20,UNIT,BOX
C11281,RESCENT ORANGE ORBIT CAN,24,330ML,9.99,20,UNIT,BOX
C11283,TEMPAK TOILET PAPER,3,32,15,0,UNIT,BOX
C11284,PEPSI GLASS TR,24,200ML,11,0,UNIT,BOX
C11286,FAIRY DISHWASHER DETERGENT LEMON ECO PACK,6,1.5LT,18,0,UNIT,BOX
C11287,FAIRY LEMON,6,650ML,8.4,20,UNIT,BOX
C11290,DOVE SOAP GO FRESH TOUCH,48,90GR,47.52,0,UNIT,BOX
C11291,DOVE SOAP ORIGINAL,48,90GR,47.52,0,UNIT,BOX
C11292,DOVE SOAP PINK,48,90GR,47.52,0,UNIT,BOX
C11293,ARIEL POWDER 33 WASHES,1,5KG,7.99,20,UNIT,
C11294,DR PEPPER CREAM SODA CAN USA,12,355ML,9.99,20,UNIT,BOX
C11295,DR PEPPER CREAMY COCONUT CAN USA,12,355ML,9.99,20,UNIT,BOX
C11296,DR PEPPER CHERRY CAN USA,12,355ML,9.99,20,UNIT,BOX
C11297,MOUNTAIN DEW FREEDOM FUSION CAN USA,12,355ML,8.99,20,UNIT,BOX
C11298,MOUNTAIN DEW STAR SPANGLED SPLASH CAN USA,12,355ML,8.99,20,UNIT,BOX
C11299,MOUNTAIN DEW BAJA BLAST CAN USA,12,355ML,12,20,UNIT,BOX
C11300,DR PEPPER STRAWBERRY& CREAM CAN USA,12,355ML,9.99,20,UNIT,BOX
C11302,LION CHOCOLATE BAR,24,42GR,11,0,UNIT,BOX
C11303,MARS CHOCOLATE BAR,40,51G,16,0,UNIT,BOX
C11304,TWIX CHOCOLATE BAR,32,50GR,15,20,UNIT,BOX
C11305,SNICKERS DUO CHOCOLATE BAR,32,83.4GR,27,20,UNIT,BOX
C11306,KITKAT 4 FINGERS WHITE,24,41.5GR,11.9,20,UNIT,BOX
C11307,MIRINDA POMME KIWI,6,2LT,11,0,UNIT,BOX
C11308,MIRINDA ANANAS,6,2LT,11,0,UNIT,BOX
C11322,WHITE ROLL WIPING PAPER,1,6x1,8.9,20,UNIT,BOX
C11323,AIRWAVES COOL CASSIS BOTTLE,6,64GR,9.9,20,UNIT,BOX
C11324,AIRWAVES BLACK MINT,30,10DR,11.9,20,UNIT,BOX
C11325,AIRWAVES COOL CASSIS PURPLE,30,10DR,11.9,20,UNIT,BOX
C11326,AIRWAVES EXTREME DARK BLUE,30,10DR,11.9,20,UNIT,BOX
C11327,AIRWAVES MENTHOL EUKALIPTUS BLUE,30,10DR,11.9,20,UNIT,BOX
C11328,KINDER CHOCOLATE T8,10,100GR,9.9,20,UNIT,BOX
C11329,KITKAT 4 FINGERS CLASSIC,24,41.5GR,11.9,20,UNIT,BOX
C11330,KITKAT CHUNKY CLASSIC,24,40GR,11.9,20,UNIT,BOX
C11331,KITKAT CHUNKY WHITE,24,40GR,11.9,20,UNIT,BOX
C11332,KITKAT CHUNKY BLACK & WHITE,24,42GR,11.9,20,UNIT,BOX
C11333,KITKAT CHUNKY PEANUT BUTTER,24,42GR,11.9,20,UNIT,BOX
C11335,LOTUS BISCOFF BISCUIT CREAM,9,150G,13.99,0,UNIT,BOX
C11336,LOTUS BISCOFF BISCUIT VANILLA,9,150G,13.99,0,UNIT,BOX
C11337,M&M CRIPSY BLUE,24,36G,11.9,20,UNIT,BOX
C11338,M&M'S CHOCOLATE BROWN,24,45GR,11.9,20,UNIT,BOX
C11339,NUTELLA BISCUIT T3,28,41.4G,14.99,0,UNIT,BOX
C11340,ORBIT BLUEBERRY,30,10DR,9.9,20,UNIT,BOX
C11341,ORBIT BUBBLEMINT,30,10DR,9.9,20,UNIT,BOX
C11342,ORBIT EUCALYPTUS,30,10DR,9.9,20,UNIT,BOX
C11343,ORBIT PEPPERMINT,30,10DR,9.9,20,UNIT,BOX
C11344,ORBIT SPEARMINT,30,10DR,9.9,20,UNIT,BOX
C11345,ORBIT STRAWBERRY,30,10DR,9.9,20,UNIT,BOX
C11346,ORBIT WATERMELON,30,10DR,9.9,20,UNIT,BOX
C11347,OREO DOUBLE STUFF,12,185GR,12.9,0,UNIT,BOX
C11349,OREO ORIGINAL,20,66GR,8.9,0,UNIT,BOX
C11350,OREO STRAWBERRY CHEESECAKE,16,154GR,16.99,0,UNIT,BOX
C11352,TOBLERONE MILK CHOCOLATE BAR,24,35GR,9.9,20,UNIT,BOX
C11353,TWIX SALTED CARAMEL,30,46GR,12.99,20,UNIT,BOX
C11354,TWIX WHITE,32,46GR,14.9,20,UNIT,BOX
C11355,ORBIT BOTTLE PEPPERMINT,6,64GR,9.9,20,UNIT,BOX
C11356,ORBIT BOTTLE SPEARMINT,6,64GR,9.9,20,UNIT,BOX
C11378,DUMAN DUBAI CHOCOLATE,1,100GR,6.99,0,UNIT,BOX
C11379,DUMAN DUBAI CHOCOLATE,1,175GR,7.99,0,UNIT,BOX
C11384,FANTA GRAPE ASIA,12,500ML,12,0,UNIT,BOX
C11385,FANTA ORANGE ASIA,12,500ML,12,0,UNIT,BOX
C11386,FANTA JASMINE ASIA,12,500ML,12,0,UNIT,BOX
C11387,RAUCH BRAVO MULTIVITAMIN,24,250ML,12.5,20,UNIT,BOX
C11397,BAKLAVA CHOCOLATE,1,4PCS,1.6,0,PCS,
C11439,OREO BISCUIT PEANUT BUTTER & CHOCOLATE,24,119.6GR,16.99,0,UNIT,BOX
C11440,FERRERO ROCHER 3S,16,37.5GR,16.99,0,UNIT,BOX
C11441,OREO ORIGINAL VANILLA,24,119.6GR,16.99,0,UNIT,BOX
C11442,KIZILAY MINERAL WATER,24,200ML,4.99,20,UNIT,BOX
C11443,ULKER CUBUK KRAKER SUSAMLI,22,70GR,6.99,0,UNIT,BOX
C11445,TAKIS QUESO,10,140GR,28.99,0,UNIT,BOX
C11447,TAKIS FUEGO,10,140G,28.99,0,UNIT,BOX
C11448,TAKIS DRAGON SWEET CHILLI,10,140GR,28.99,0,UNIT,BOX
C11450,DR PEPPER USA VANILLA CAN,12,355ML,9.99,20,UNIT,BOX
C11452,BEBETO 25GR METER GUM MIX,24,1,9.99,0,UNIT,BOX
C11453,BOBBO CORNET TOY,12,10GR,9.99,0,UNIT,BOX
C11454,BOBBO ICE CREAM TWISTY HARD CANDY,12,27GR,8.99,0,UNIT,BOX
C11455,BOBBO MONSTER EGG,12,30GR,8.99,0,UNIT,BOX
C11456,BOBBO RABBIT CANDY,12,1,8.99,0,UNIT,BOX
C11457,FENOMEN CLEANING ROBOT TOY,12,1,8.99,0,UNIT,BOX
C11458,FENOMEN POP RASBERRY,12,27GR,8.99,0,UNIT,BOX
C11459,FENOMEN SPIN ROCKET TOY,12,1,14.99,0,UNIT,BOX
C11460,FENOMEN STRAWBERRY CANDY,24,1,8.99,0,UNIT,BOX
C11461,FENOMEN WATERMELON CANDY,24,1,8.99,0,UNIT,BOX
C11462,FENOMEN ZIP ZIP RABBIT,12,27GR,8.99,0,UNIT,BOX
C11463,FROGGER STRIP MUSKET GUM,42,1,5.99,0,UNIT,BOX
C11464,TWINS GUMB.MACH PLAY GAME,12,1,11.99,0,UNIT,BOX
C11465,GUMBALL MACHINE SLUM DUNK,12,1,11.99,0,UNIT,BOX
C11466,GUMBALL MACHINE HOTSPORT,12,1,11.99,0,UNIT,BOX
C11467,GUMBALL MACHINE START BIKE,6,1,11.99,0,UNIT,BOX
C11468,SWEETKO COLA CANDY,40,30GR,8.99,0,UNIT,BOX
C11469,SWEETKO HONEY CANDY,40,30GR,8.99,0,UNIT,BOX
C11470,SWEETKO JOLE CANDY,80,30GR,16.99,0,UNIT,BOX
C11471,SWEETKO MARSHMELOW CANDY,40,1,11.99,0,UNIT,BOX
C11472,TOY JOY EYE JELLY CANDY,64,18GR,21,0,UNIT,BOX
C11473,TOYBOX METER 2IN1 MIX FRUIT,12,1,6.99,0,UNIT,BOX
C11474,TOYBOX METER CLASSIC,12,1,6.99,20,UNIT,BOX
C11475,TOYBOX STAND LOLYPOP,43,1,19.99,0,UNIT,BOX
C11477,VELDA ROASTED AUBERGINE TIN,6,2.8KG,19.9,0,UNIT,BOX
C11478,FRESH DUBAI PISTACHIO,24,330ML,19.99,20,PCS,BOX
C11479,FRESH JELLY,24,330ML,16.6,20,PCS,BOX
C11480,KOSKA DUT PEKMEZI,12,380GR,29.99,0,UNIT,BOX
C11481,KOSKA KECIBOYNUZU PEKMEZI,12,380GR,22.99,0,UNIT,BOX
C11482,ONCU NAR SOSU,12,700GR,17.99,0,UNIT,BOX
C11483,SEVEN UP SUGARFREE CAN,24,330ML,7.5,0,UNIT,BOX
C11484,WRAPIDOZ ORIGINAL WRAP 25CM,12,6,11.99,0,UNIT,BOX
C11485,ENDO GREEK PEPPER TURSU,1,5KG,9.99,0,UNIT,
C11486,BLUE ROLL ECONOMY,6,2KG,4.99,20,UNIT,BOX
C11487,BLUE ROLL PREMIUM,6,5.2KG,9.99,20,UNIT,BOX
C11488,C ONCU SALCA,4,4.3KG,65,0,UNIT,BOX
C11489,I COOL ENERGY DRINK,24,250ML,10,0,UNIT,BOX
C11490,DR PEPPER CAN USA,12,350ML,8.99,20,UNIT,BOX
C11492,COCA COLA UA,12,500ML,7.5,20,UNIT,BOX
C11493,SAFRAN COFFEE DIBEK,12,250GR,32,0,UNIT,BOX
C11494,SAFRAN COFFEE PISTACHIO,12,250GR,32,0,UNIT,BOX
C11495,SAFRAN TURKISH COFFEE,12,250GR,32,0,UNIT,BOX
C11496,SAFRAN SUTLU  MENENGIC COFFEE,12,250GR,32,0,UNIT,BOX
C11497,DURU IRI PILAVLIK BULGUR,12,1KG,11.99,0,UNIT,BOX
C11499,DURU BASMATI RICE,12,1KG,23.99,0,UNIT,BOX
C11500,FANTA JAPAN GRAPE,24,500ML,34.99,0,UNIT,BOX
C11501,FANTA JAPAN GRAPE,24,300ML,34.99,0,UNIT,BOX
C11503,KIKKOMAN TAMARI GLUTEN FREE DISPENSER,6,150ML,14.99,0,UNIT,BOX
C11504,KIKKOMAN GLUTEN FREE TERIYAKI SAUCE,6,250ML,16.99,0,UNIT,BOX
C11505,BIG TROLLI BURGER,24,50GR,16.99,20,UNIT,BOX
C11506,AMERICAN CHEETOS CRUNCHY,10,226G,36.99,0,UNIT,BOX
C11507,AMERICAN CHEETOS FLAMIN HOT,10,226G,36.99,0,UNIT,BOX
C11516,COCA COLA JAPAN,24,300ML,34.99,0,UNIT,BOX
C11517,TWIX WAFER ROLL,12,22.5GR,4.99,0,UNIT,BOX
C11518,VELIBABA SODIUM BICARBONATE,21,1000GR,43.5,0,UNIT,BOX
C11519,ARDEL SCENT BOOSTER FOR LAUNDRY,12,200GR,27.9,20,UNIT,BOX
C11522,SOUR PATCH BLUE RASBERRY,12,102G,14,0,UNIT,BOX
C11523,SOUR PATCH KIDS,12,102G,14,0,UNIT,BOX
C11524,SOUR PATCH PEACH,12,102G,14,0,UNIT,BOX
C11525,SOUR PATCH SNAPPLE,12,102G,14,0,UNIT,BOX
C11526,SOUR PATCH STRAWBERRY,12,102G,14,0,UNIT,BOX
C11527,SOUR PATCH TROPICAL,12,102G,14,0,UNIT,BOX
C11528,SOUR PATCH WATERMELON,12,102G,14,0,UNIT,BOX
C11529,OREO BISCUIT STRAWBERRY,24,119GR,16.99,0,UNIT,BOX
C11530,OREO BISCUIT BLUEBERRY,24,119GR,16.99,0,UNIT,BOX
C11535,NESTLE DAMAK EZME,6,60GR,5.99,20,UNIT,BOX
C11536,CAPRISUN MULTIVITAMIN,40,200ML,12,20,UNIT,BOX
C11538,CAPRISUN CHERRY,40,200ML,12,20,UNIT,BOX
C11539,CAPRISUN MONSTER ALARM,40,200ML,12,20,UNIT,BOX
C11540,CAPRISUN FAIRY DRINK,40,200ML,12,20,UNIT,BOX
C11541,PISTI SPREADABLE PISTACHIO CREAM,6,600GR,,0,UNIT,BOX
C11543,SAFRAN OTTOMAN COFFEE,12,250GR,32,0,UNIT,BOX
C11544,CAPRISUN ORANGE,40,200ML,12,20,UNIT,BOX
C11545,SARIKIZ APPLE,24,200ML,6.99,0,UNIT,BOX
C11546,SARIKIZ KARADUT VE FRENK,24,200ML,6.99,0,UNIT,BOX
C11547,SARIKIZ KARPUZ CILEK,24,200ML,6.99,0,UNIT,BOX
C11549,SARIKIZ LEMON,24,200ML,6.99,0,UNIT,BOX
C11550,SARIKIZ MANDALINA,24,200ML,6.99,0,UNIT,BOX
C11551,SARIKIZ BLUEBERRY,24,200ML,6.99,0,UNIT,BOX
C11552,SARIKIZ EXTRA POMEGRANTE,24,200ML,6.99,0,UNIT,BOX
C11553,SARIKIZ EXTRA APPLE,24,200ML,6.99,0,UNIT,BOX
C11554,MEHMET EFENDI TURKISH COFFEE,25,100GR,32.99,0,UNIT,BOX
C11555,ETI CIN SINGLE,36,25GR,6.5,0,UNIT,BOX
C11556,MARVELOUS MEDJOOL DATES,8,1KG,39.99,0,UNIT,BOX
C11557,MARVELOUS MEDJOOL DATES,1,5KG,22.5,0,UNIT,BOX
C11559,3M DOUBLE SIDED STRONG TAPE,1,15FT,3,20,UNIT,BOX
C11560,ANTEPBITE DUBAI CHOCOLATE SMALL,24,100GR,72,0,UNIT,BOX
C11561,ANTEPBITE DUBAI CHOCOLATE BIG,12,200GR,69,0,UNIT,BOX
C11562,VEGETABLE BAG ROLL,20,1,22.99,20,UNIT,BOX
C11563,1000CC CONTAINER WITH LIDS,1,250,27.99,20,UNIT,BOX
C11564,ENDUSTRIAL KITCHEN QUIPMENT,1,1,,20,UNIT,
C11565,NESTLE NESQUIK DUO,6,70GR,4.49,20,UNIT,BOX
C11566,TURNIP SALGAM,9,1LT,19.99,0,UNIT,BOX
C11567,ALTO FLOUR,1,10KG,13.99,0,UNIT,
C11568,SALAD BOX 375CC,1,100,0,0,UNIT,BOX
C11569,SALAD BOX 2500C,1,100S,0,0,UNIT,BOX
C11570,2OZ HINGED SAUCE CUP,1,1000s,14.99,20,UNIT,BOX
C11571,4OZ HINGED SAUCE CUP,1,1000s,24.99,20,UNIT,BOX
C11572,WHITE SUGAR STICK,1,,,0,UNIT,
C11573,BROWN SUGAR STICK,1,,,0,UNIT,
C11574,BERRT SERVIETTE,1,,0,0,UNIT,
C11575,SARMA KAGIDI WRAPPING PAPER,1,,0,0,UNIT,
C11576,TURNIP SALGAM HOT,20,330ML,16.99,0,UNIT,BOX
C11577,LIDER WHITE ROLL,1,,0,0,UNIT,
C11578,SPRITE UA,6,1.75LT,7.49,20,UNIT,BOX
C11579,FANTA UA,6,1.75LT,7.49,20,UNIT,BOX
C11580,SPRITE GLASS UA,12,250ML,7.99,20,UNIT,BOX
C11581,FANTA GLASS UA,12,250ML,7.99,20,UNIT,BOX
C11582,FANTA ORANGE UA,12,500ML,7.99,20,UNIT,BOX
C11584,SPRITE UA,12,500ML,7.49,20,UNIT,BOX
C11585,COCA COLA GLASS UA,12,250ML,7.99,20,UNIT,BOX
C11586,DIMES JUICE POMEGRANTE,12,1LT,14.4,0,UNIT,BOX
C11587,DIMES MANGO,12,1LT,14.4,20,UNIT,BOX
C11588,BAKLAVA PLASTIC TEPSI,1,2.2KG,19.99,0,UNIT,
C11589,VELDA HOT BABY PEPPER PICKLE,6,500CC,9.99,0,UNIT,BOX
C11590,VELDA MACEDONIAN PEPPER,6,500CC,8.99,0,UNIT,BOX
C11591,VELDA LOMBARDI PICKLE,6,500CC,8.99,0,UNIT,BOX
C11592,VELDA HOT PEPPER PICKLE,6,500CC,9.99,0,UNIT,BOX
C11593,VELDA GREEN JALAPENO SLICED,6,500CC,8.99,0,UNIT,BOX
C11594,VELDA MIXED PICKLE,6,500CC,8.4,0,UNIT,BOX
C11595,VELDA ROASTED RED PEPPER,6,500CC,9.99,0,UNIT,BOX
C11597,VELDA CABBAGE PICKLE,6,500CC,8.99,0,UNIT,BOX
C11598,VELDA RED GREEN JALAPENO,6,500CC,8.99,0,UNIT,BOX
C11599,VELDA RED JALAPENO,6,500CC,8.99,0,UNIT,BOX
C11600,VELDA CUCUMBER PICKLED NO:0,6,500CC,9.99,0,UNIT,BOX
C11601,VELDA MACEDONIAN PEPPER STEMMED,1,15KG,9.99,0,UNIT,BOX
C11602,VELDA ROASTED AUBERGINE,6,500CC,9.99,0,UNIT,BOX
C11603,VELDA ROASTED YELLOW RED PEPPER,6,500CC,9.99,0,UNIT,BOX
C11604,FANTA ORANGE UA,6,1.25LT,7.99,20,UNIT,BOX
C11629,BROWN KRAFT PAPER BAG SMALL 10*10,1,250,9.99,20,UNIT,BOX
C11630,BROWN KRAFT PAPER BAG MEDIUM 12*12,1,250S,9.99,20,UNIT,BOX
C11631,BROWN KRAFT PAPER BAG LARGE 14*18,1,500S,7.99,20,UNIT,BOX
C11632,D14 MEAT TRAY YELLOW,250,1,24.99,20,UNIT,BOX
C11635,1OZ HINGED SAUCE CUP,1,1000,9.99,0,UNIT,BOX
C11636,SOS LARGE BROWN PAPER BAG,250,1,14.99,0,UNIT,BOX
