Code,Description,Qty,Size,Price [C],VAT,UNIT1,UNIT2
V.004679,ETI BROWNI GOLD CACAO,24,45GR,6.99,0,PCS,BOX
V.004694,ETI PUF COCONUT,48,16GR,5.99,0,PCS,BOX
V.004695,ETI PUF RENKLI,48,16GR,5.99,0,PCS,BOX
V.005020,COCA COLA TR,6,1.5LT,7.49,20,PCS,BOX
V.005092,ULKER CANPARE CHOCOLATE,24,81GR,9.99,0,UNIT,BOX
V.005093,ULKER CANPARE HAZELNUT,24,81GR,9.99,0,UNIT,BOX
V.005114,ULKER PETIBOR COCAO,10,450GR,11.99,0,PCS,BOX
V.005125,ULKER KARE HAZELNUT CHOCOLATE,6,60GR,7.2,0,PCS,PACK
V.005402,ARIEL LAUNDRY POW.EXPERT,1,10KG,16.99,20,PCS,BOX
V.005501,FAIRY WASHING UP LIQUID APPLE,20,650ML,26.99,20,PCS,BOX
V.005502,FAIRY WASHING UP LIQUID LEMON,20,650ML,26.99,20,PCS,BOX
V.005503,FAIRY WASHING UP LIQUID ORANGE,20,650ML,26.99,20,PCS,BOX
V.005526,FILIZ PASTA BONCUK,20,500GR,13,0,UNIT,BOX
V.005705,FINISH DISHWASHER SHINER NORMAL,12,400ML,26.9,20,PCS,BOX
V.006151,DOMESTOS BLEACH  LEMON,20,750ML,23.9,20,PCS,BOX
V.006152,DOMESTOS BLEACH SNOW WHITE,20,750ML,23.9,20,PCS,BOX
V.006154,DOMESTOS BLEACH EUCALYPTUS,20,750ML,23.9,20,PCS,BOX
V.006155,DOMESTOS BLEACH MOUNTAIN BREEZE,20,750ML,23.9,20,PCS,BOX
V.006348,BINGO MATIC POWDER,1,9KG,9.9,20,UNIT,BOX
V.006418,PAPIA TOILET PAPER,3,16''S,12.99,20,PCS,BOX
V.006761,PAPIA TOWEL,4,6''S,9.99,20,PCS,BOX
V.007508,ETI PUF CHOCOLATE,48,18GR,5.99,0,PCS,BOX
V.007510,ULKER DANKEK ROLL CAKE CHOCOLATE,8,235GR,8.8,0,PCS,BOX
V.007560,FILIZ PASTA KUSKUS,20,500GR,13,0,UNIT,BOX
V.007562,FILIZ PASTA LINGUINE,20,500GR,13,0,UNIT,BOX
V.007746,ONCU PEPPER PASTE SWEET,4,4.3KG,64,0,PCS,BOX
V.007747,ONCU PEPPER PASTE HOT,4,4.3KG,64,0,PCS,BOX
V.007749,ONCU TOMATO PASTE,4,4.3KG,30,0,PCS,BOX
V.007750,ONCU SWEET PEPPER PASTE,12,700GR,36.99,0,PCS,BOX
V.007751,ONCU TOMATO PASTE,12,700GR,16.8,0,PCS,BOX
V.007756,ONCU TOMATO PASTE (TIN),12,830GR,16.8,0,PCS,BOX
V.008087,ULKER RONDO BANANA,24,61GR,8.99,20,PCS,BOX
V.008501,LIPTON ICE TEA PEACH,6,1.5LT,7.49,20,PCS,BOX
V.008502,LIPTON ICE TEA MANGO,6,1.5LT,7.49,20,PCS,BOX
V.008503,LIPTON ICE TEA LEMON,6,1.5LT,7.49,20,PCS,BOX
V.008548,ETI TOPKEK ORANGE,24,40GR,4.99,0,PCS,BOX
V.008705,ETI POPKEK CHERRY,24,60GR,6.99,0,UNIT,BOX
V.009374,ULKER DANKEK ROLL CAKE STRAWBERRY,8,235GR,8.8,0,PCS,BOX
V.009383,ULKER IKRAM CIKOLATA KREMA,24,84GR,9.99,0,PCS,BOX
V.009390,ULKER IKRAM FINDIK KREMA,24,84GR,9.99,0,PCS,BOX
V.009504,COCA COLA TR,12,1LT,11.5,20,PCS,BOX
V.009635,ETI BURCAK KLASIK,24,131GR,9.99,0,PCS,BOX
V.009653,FANTA ORANGE,12,1LT,10.99,20,PCS,BOX
V.010776,TENO TOILET PAPER,3,32S,14.99,20,UNIT,BOX
V.011280,PERSIL LAUNDRY POWDER 10 KG COLOR,1,10KG,11.99,20,PCS,
V.011422,BISCOLATA STIX MILKY CHOCOLATE,16,40GR,12.99,0,PACK,BOX
V.011574,ARIEL LAUNDRY POW.BRIGHT COLOR,1,10KG,13.99,20,PCS,BOX
V.011581,CILLIT BANG LIMESCALE REMOVER SPRAY,12,750ML,20.99,20,PCS,BOX
V.011648,ULKER RONDO STRAWBERRY,24,61GR,8.99,20,PCS,BOX
V.011894,SOLEN BISCOLATA PIA ORANGE,24,100GR,24.99,0,PCS,BOX
V.011895,SOLEN BISCOLATA PIA FRAMBUAZ,24,100GR,24.99,0,PCS,BOX
V.011897,SOLEN LUPPO CAKE,12,184GR,11.99,0,PCS,BOX
V.011898,SOLEN LUPPO CAKE CHOCOLATE,12,184GR,11.99,0,PCS,BOX
V.012692,SOLEN BISCOLATA MOOD  SUTLU CIK.PLS KUTU,24,125GR,31.99,0,PCS,BOX
V.012705,SOLEN BISCOLATA MOOD BITTER CIK.PLS KUTU,24,125GR,31.99,0,PCS,BOX
V.013654,ULKER BISKREM COCAO,18,100GR,8.99,0,PCS,BOX
V.014320,BISCOLATA STIX PIRINC PATLAKLI,12,34GR,6.99,0,PACK,BOX
V.014799,ULKER RULOKAT,6,170GR,8.99,0,PCS,BOX
V.015528,CILLIT BANG OIL REMOVER SPRAY,12,750ML,20.25,20,PCS,BOX
V.015823,SEYIDOGLU TAHIN PEKMEZ IKILI SET,12,740GR,49.99,0,UNIT,BOX
V.017381,FANTA ORANGE,6,1.5LT,6.49,20,PCS,BOX
V.017529,SARIKIZ MINERAL WATER LEMON C-PLUS,24,200ML,6.99,20,PCS,BOX
V.017646,SARIKIZ MINERAL WATER,24,250ML,5,20,PCS,BOX
V.018193,CILLIT BANG FOAM SURFACE BLOW,6,600ML,29.9,20,PCS,BOX
